# Inverse Adding-Doubling 3-16-0 (16 Mar 2024) 
# iad -i 8 -g 0.7 -X phantom-with-no-slides.rxt 
#                        Beam diameter =    10.0 mm
#                     Sample thickness =   2.650 mm
#                  Top slide thickness =   0.000 mm
#               Bottom slide thickness =   0.000 mm
#           Sample index of refraction =  (varies with input row)
#        Top slide index of refraction =  1.0000 mm
#     Bottom slide index of refraction =  1.0000 mm
# 
#  Percentage unscattered refl. in M_R =   100.0 %
# Percentage unscattered trans. in M_T =   100.0 %
# 
# Reflection sphere has a baffle between sample and detector
#                      sphere diameter =   100.0 mm
#                 sample port diameter =    21.8 mm
#                  empty port diameter =    18.3 mm
#               detector port diameter =     8.0 mm
#                 detector reflectance =     0.0 %
#                     wall reflectance =    98.0 %
#                 calibration standard =    98.0 %
#
# Transmission sphere has a baffle between sample and detector
#                      sphere diameter =   100.0 mm
#                 sample port diameter =    18.3 mm
#                  empty port diameter =     0.0 mm
#               detector port diameter =     8.0 mm
#                 detector reflectance =     0.0 %
#    wall reflectance and cal standard =    98.0 %
#                 calibration standard =   100.0 % (ignored)
#
# 4 input columns with LABELS: L  r  t  n  using the comparison (dual-beam) method.
# No sphere corrections were needed and light was incident at 8 degrees from the normal.
# The inverse routine adapted to the input data.
# 
# 
#                 AD quadrature points =  12
#             AD tolerance for success =   0.00010
#      MC tolerance for mu_a and mu_s' =   0.010 %
#  Photons used to estimate lost light =   100000
#
#     	Measured 	   M_R   	Measured 	   M_T   	Estimated	Estimated	Estimated
##wave	   M_R   	   fit   	   M_T   	   fit   	  mu_a   	  mu_s'  	    g    
# [nm]	  [---]  	  [---]  	  [---]  	  [---]  	  1/mm   	  1/mm   	  [---]  
1500.0	   0.2995	   0.2995	   0.3522	   0.3522	   0.0426	   0.5941	   0.7000	 * 
1490.0	   0.3178	   0.3178	   0.3683	   0.3683	   0.0356	   0.6013	   0.7000	 * 
1480.0	   0.3273	   0.3273	   0.3741	   0.3741	   0.0326	   0.6100	   0.7000	 * 
1470.0	   0.3303	   0.3303	   0.3724	   0.3724	   0.0324	   0.6185	   0.7000	 * 
1460.0	   0.3306	   0.3306	   0.3671	   0.3671	   0.0333	   0.6295	   0.7000	 * 
1450.0	   0.3331	   0.3330	   0.3645	   0.3645	   0.0335	   0.6391	   0.7000	 * 
1440.0	   0.3252	   0.3253	   0.3509	   0.3509	   0.0376	   0.6497	   0.7000	 * 
1430.0	   0.3075	   0.3075	   0.3256	   0.3256	   0.0467	   0.6626	   0.7000	 * 
1420.0	   0.2868	   0.2868	   0.2967	   0.2967	   0.0586	   0.6781	   0.7000	 * 
1410.0	   0.2515	   0.2515	   0.2507	   0.2507	   0.0821	   0.6948	   0.7000	 * 
1400.0	   0.2175	   0.2175	   0.2044	   0.2044	   0.1127	   0.7150	   0.7000	 * 
1390.0	   0.2255	   0.2255	   0.2074	   0.2074	   0.1077	   0.7305	   0.7000	 * 
1380.0	   0.2529	   0.2529	   0.2349	   0.2349	   0.0866	   0.7373	   0.7000	 * 
1370.0	   0.2696	   0.2696	   0.2490	   0.2490	   0.0766	   0.7470	   0.7000	 * 
1360.0	   0.3083	   0.3083	   0.2852	   0.2852	   0.0560	   0.7578	   0.7000	 * 
1350.0	   0.3638	   0.3638	   0.3386	   0.3386	   0.0333	   0.7652	   0.7000	 * 
1340.0	   0.3922	   0.3922	   0.3630	   0.3630	   0.0245	   0.7761	   0.7000	 * 
1330.0	   0.4063	   0.4063	   0.3722	   0.3722	   0.0209	   0.7852	   0.7000	 * 
1320.0	   0.4148	   0.4148	   0.3754	   0.3754	   0.0192	   0.7983	   0.7000	 * 
1310.0	   0.4195	   0.4195	   0.3746	   0.3746	   0.0187	   0.8112	   0.7000	 * 
1300.0	   0.4213	   0.4214	   0.3708	   0.3708	   0.0192	   0.8264	   0.7000	 * 
1290.0	   0.4227	   0.4227	   0.3664	   0.3665	   0.0197	   0.8420	   0.7000	 * 
1280.0	   0.4254	   0.4254	   0.3635	   0.3635	   0.0198	   0.8557	   0.7000	 * 
1270.0	   0.4290	   0.4290	   0.3616	   0.3616	   0.0196	   0.8694	   0.7000	 * 
1260.0	   0.4335	   0.4335	   0.3604	   0.3604	   0.0192	   0.8850	   0.7000	 * 
1250.0	   0.4376	   0.4376	   0.3588	   0.3588	   0.0190	   0.8995	   0.7000	 * 
1240.0	   0.4405	   0.4404	   0.3561	   0.3561	   0.0190	   0.9142	   0.7000	 * 
1230.0	   0.4392	   0.4392	   0.3496	   0.3496	   0.0201	   0.9298	   0.7000	 * 
1220.0	   0.4263	   0.4263	   0.3320	   0.3320	   0.0248	   0.9475	   0.7000	 * 
1210.0	   0.4083	   0.4083	   0.3089	   0.3089	   0.0314	   0.9656	   0.7000	 * 
1200.0	   0.3814	   0.3814	   0.2782	   0.2782	   0.0421	   0.9820	   0.7000	 * 
1190.0	   0.3052	   0.3052	   0.2010	   0.2010	   0.0802	   1.0001	   0.7000	 * 
1180.0	   0.2539	   0.2539	   0.1444	   0.1445	   0.1227	   1.0352	   0.7000	 * 
1170.0	   0.3120	   0.3120	   0.1928	   0.1928	   0.0808	   1.0532	   0.7000	 * 
1160.0	   0.3725	   0.3725	   0.2460	   0.2460	   0.0507	   1.0614	   0.7000	 * 
1150.0	   0.3918	   0.3918	   0.2595	   0.2595	   0.0439	   1.0768	   0.7000	 * 
1140.0	   0.4180	   0.4179	   0.2780	   0.2780	   0.0355	   1.0960	   0.7000	 * 
1130.0	   0.4550	   0.4551	   0.3070	   0.3070	   0.0248	   1.1130	   0.7000	 * 
1120.0	   0.4762	   0.4761	   0.3212	   0.3212	   0.0197	   1.1295	   0.7000	 * 
1110.0	   0.4843	   0.4843	   0.3231	   0.3231	   0.0184	   1.1490	   0.7000	 * 
1100.0	   0.4854	   0.4854	   0.3185	   0.3185	   0.0189	   1.1696	   0.7000	 * 
1090.0	   0.4844	   0.4844	   0.3118	   0.3118	   0.0200	   1.1891	   0.7000	 * 
1080.0	   0.4888	   0.4888	   0.3098	   0.3098	   0.0198	   1.2113	   0.7000	 * 
1070.0	   0.4968	   0.4968	   0.3112	   0.3112	   0.0185	   1.2336	   0.7000	 * 
1060.0	   0.5038	   0.5038	   0.3118	   0.3118	   0.0175	   1.2555	   0.7000	 * 
1050.0	   0.5086	   0.5086	   0.3104	   0.3104	   0.0171	   1.2770	   0.7000	 * 
1040.0	   0.5112	   0.5112	   0.3070	   0.3069	   0.0173	   1.3021	   0.7000	 * 
1030.0	   0.5095	   0.5095	   0.2998	   0.2998	   0.0185	   1.3236	   0.7000	 * 
1020.0	   0.5054	   0.5053	   0.2904	   0.2904	   0.0204	   1.3486	   0.7000	 * 
1010.0	   0.5082	   0.5082	   0.2870	   0.2870	   0.0206	   1.3718	   0.7000	 * 
1000.0	   0.5183	   0.5183	   0.2899	   0.2899	   0.0189	   1.3969	   0.7000	 * 
 990.0	   0.5270	   0.5270	   0.2918	   0.2918	   0.0175	   1.4231	   0.7000	 * 
 980.0	   0.5341	   0.5341	   0.2921	   0.2921	   0.0166	   1.4481	   0.7000	 * 
 970.0	   0.5394	   0.5394	   0.2910	   0.2910	   0.0160	   1.4720	   0.7000	 * 
 960.0	   0.5431	   0.5431	   0.2884	   0.2884	   0.0159	   1.4979	   0.7000	 * 
 950.0	   0.5463	   0.5463	   0.2854	   0.2854	   0.0159	   1.5249	   0.7000	 * 
 940.0	   0.5495	   0.5495	   0.2825	   0.2825	   0.0160	   1.5545	   0.7000	 * 
 930.0	   0.5518	   0.5518	   0.2787	   0.2787	   0.0162	   1.5827	   0.7000	 * 
 920.0	   0.5483	   0.5483	   0.2703	   0.2704	   0.0177	   1.6120	   0.7000	 * 
 910.0	   0.5357	   0.5358	   0.2545	   0.2545	   0.0216	   1.6404	   0.7000	 * 
 900.0	   0.5309	   0.5309	   0.2446	   0.2446	   0.0238	   1.6740	   0.7000	 * 
 890.0	   0.5488	   0.5488	   0.2532	   0.2532	   0.0201	   1.7055	   0.7000	 * 
 880.0	   0.5639	   0.5639	   0.2602	   0.2602	   0.0172	   1.7362	   0.7000	 * 
 870.0	   0.5701	   0.5701	   0.2597	   0.2597	   0.0165	   1.7672	   0.7000	 * 
 860.0	   0.5747	   0.5747	   0.2575	   0.2575	   0.0162	   1.8032	   0.7000	 * 
 850.0	   0.5789	   0.5790	   0.2535	   0.2535	   0.0163	   1.8456	   0.7000	 * 
 840.0	   0.5854	   0.5854	   0.2511	   0.2511	   0.0158	   1.8937	   0.7000	 * 
 830.0	   0.5890	   0.5890	   0.2485	   0.2484	   0.0158	   1.9288	   0.7000	 * 
 820.0	   0.5911	   0.5911	   0.2444	   0.2444	   0.0160	   1.9632	   0.7000	 * 
 810.0	   0.5928	   0.5929	   0.2409	   0.2409	   0.0162	   1.9952	   0.7000	 * 
 800.0	   0.5959	   0.5959	   0.2386	   0.2386	   0.0162	   2.0278	   0.7000	 * 
 790.0	   0.5995	   0.5995	   0.2364	   0.2364	   0.0160	   2.0634	   0.7000	 * 
 780.0	   0.6007	   0.6006	   0.2330	   0.2330	   0.0163	   2.0927	   0.7000	 * 
 770.0	   0.6035	   0.6035	   0.2294	   0.2294	   0.0164	   2.1353	   0.7000	 * 
 760.0	   0.6062	   0.6062	   0.2255	   0.2255	   0.0166	   2.1766	   0.7000	 * 
 750.0	   0.6066	   0.6066	   0.2207	   0.2207	   0.0172	   2.2157	   0.7000	 * 
 740.0	   0.6050	   0.6051	   0.2151	   0.2151	   0.0181	   2.2503	   0.7000	 * 
 730.0	   0.6101	   0.6100	   0.2138	   0.2138	   0.0177	   2.2908	   0.7000	 * 
 720.0	   0.6141	   0.6140	   0.2111	   0.2111	   0.0175	   2.3361	   0.7000	 * 
 710.0	   0.6163	   0.6163	   0.2076	   0.2076	   0.0178	   2.3823	   0.7000	 * 
 700.0	   0.6183	   0.6183	   0.2044	   0.2044	   0.0179	   2.4206	   0.7000	 * 
 690.0	   0.6209	   0.6210	   0.2012	   0.2012	   0.0180	   2.4675	   0.7000	 * 
 680.0	   0.6229	   0.6229	   0.1977	   0.1977	   0.0183	   2.5143	   0.7000	 * 
 670.0	   0.6252	   0.6252	   0.1945	   0.1944	   0.0184	   2.5585	   0.7000	 * 
 660.0	   0.6273	   0.6273	   0.1913	   0.1913	   0.0186	   2.6045	   0.7000	 * 
 650.0	   0.6293	   0.6293	   0.1882	   0.1882	   0.0188	   2.6504	   0.7000	 * 
 640.0	   0.6316	   0.6316	   0.1849	   0.1849	   0.0190	   2.6999	   0.7000	 * 
 630.0	   0.6337	   0.6336	   0.1817	   0.1817	   0.0192	   2.7501	   0.7000	 * 
 620.0	   0.6368	   0.6368	   0.1793	   0.1793	   0.0192	   2.8005	   0.7000	 * 
 610.0	   0.6395	   0.6395	   0.1766	   0.1766	   0.0192	   2.8495	   0.7000	 * 
 600.0	   0.6419	   0.6419	   0.1738	   0.1738	   0.0193	   2.9013	   0.7000	 * 
 590.0	   0.6448	   0.6447	   0.1711	   0.1711	   0.0195	   2.9576	   0.7000	 * 
 580.0	   0.6472	   0.6472	   0.1685	   0.1685	   0.0195	   3.0096	   0.7000	 * 
 570.0	   0.6496	   0.6497	   0.1661	   0.1661	   0.0196	   3.0597	   0.7000	 * 
 560.0	   0.6522	   0.6522	   0.1637	   0.1637	   0.0197	   3.1140	   0.7000	 * 
 550.0	   0.6543	   0.6543	   0.1613	   0.1613	   0.0199	   3.1645	   0.7000	 * 
 540.0	   0.6563	   0.6563	   0.1592	   0.1592	   0.0200	   3.2115	   0.7000	 * 
 530.0	   0.6587	   0.6587	   0.1570	   0.1570	   0.0202	   3.2643	   0.7000	 * 
 520.0	   0.6610	   0.6610	   0.1549	   0.1549	   0.0203	   3.3139	   0.7000	 * 
 510.0	   0.6630	   0.6630	   0.1529	   0.1529	   0.0205	   3.3625	   0.7000	 * 
 500.0	   0.6648	   0.6648	   0.1511	   0.1511	   0.0207	   3.4126	   0.7000	 * 
 490.0	   0.6671	   0.6671	   0.1493	   0.1493	   0.0209	   3.4644	   0.7000	 * 
 480.0	   0.6689	   0.6689	   0.1477	   0.1477	   0.0211	   3.5082	   0.7000	 * 
 470.0	   0.6711	   0.6710	   0.1463	   0.1463	   0.0213	   3.5536	   0.7000	 * 
 460.0	   0.6729	   0.6729	   0.1448	   0.1448	   0.0216	   3.5981	   0.7000	 * 
 450.0	   0.6741	   0.6741	   0.1435	   0.1435	   0.0219	   3.6340	   0.7000	 * 
 440.0	   0.6753	   0.6754	   0.1423	   0.1423	   0.0224	   3.6719	   0.7000	 * 
 430.0	   0.6757	   0.6757	   0.1406	   0.1406	   0.0230	   3.7080	   0.7000	 * 
 420.0	   0.6669	   0.6668	   0.1338	   0.1338	   0.0257	   3.7342	   0.7000	 * 
 410.0	   0.5983	   0.5983	   0.0986	   0.0986	   0.0429	   3.6499	   0.7000	 * 
 400.0	   0.4057	   0.4057	   0.0300	   0.0300	   0.1338	   3.3218	   0.7000	 * 
